,Age,Attrition,BusinessTravel,DistanceFromHome,Education,EmployeeCount,EmployeeID,JobLevel,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender_Female,Gender_Male
962,36,0,1,1,4,1,963,3,4.613524702853653,3.0,Y,11,8,1,17.0,2,13,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
963,45,0,0,2,3,1,964,2,4.924072429910363,3.0,Y,15,8,2,25.0,3,23,14,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
964,24,1,1,6,2,1,965,2,4.302547372487486,1.0,Y,12,8,0,1.0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
965,47,1,2,1,3,1,966,2,5.29285392247245,7.0,Y,11,8,2,25.0,1,23,14,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
966,26,0,1,9,1,1,967,1,5.0288151698468875,1.0,Y,14,8,1,3.0,2,3,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
967,45,0,1,1,4,1,968,1,4.468642668391511,1.0,Y,22,8,1,21.0,4,21,8,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
968,32,0,2,1,1,1,969,2,4.94733567594874,6.0,Y,16,8,1,10.0,2,5,1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
969,31,0,1,14,2,1,970,1,5.224170351689182,1.0,Y,11,8,2,6.0,5,5,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
970,41,0,0,2,2,1,971,2,5.033343323135224,6.0,Y,14,8,2,10.0,5,3,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
971,40,0,1,22,2,1,972,1,4.366049209800235,2.0,Y,16,8,1,18.0,2,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
972,24,0,1,3,3,1,973,1,4.15106325335375,1.0,Y,15,8,1,6.0,3,6,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
973,46,0,1,6,3,1,974,4,4.664171705361931,6.0,Y,12,8,0,19.0,3,10,0,9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
974,35,0,1,8,4,1,975,1,4.391111613702803,2.0,Y,20,8,1,17.0,4,7,0,7,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
975,30,0,1,9,4,1,976,1,4.9406160823374075,1.0,Y,17,8,1,10.0,3,10,0,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
976,47,0,0,3,2,1,977,2,4.597146487833696,7.0,Y,12,8,1,4.0,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
977,46,0,1,1,4,1,978,3,4.998128507128266,4.0,Y,20,8,0,13.0,1,10,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
978,36,1,1,1,3,1,979,2,4.528402437953617,5.0,Y,20,8,0,16.0,3,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
979,32,1,1,26,3,1,980,2,4.945616279226732,6.0,Y,13,8,2,10.0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
980,23,0,1,6,4,1,981,3,5.013763854733933,1.0,Y,14,8,2,3.0,2,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
981,31,0,2,3,3,1,982,2,4.664735968518705,2.0,Y,18,8,1,9.0,3,5,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
982,39,0,0,3,3,1,983,2,5.040444098362676,1.0,Y,11,8,0,9.0,3,9,5,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
983,32,0,1,6,3,1,984,1,4.563481085394411,3.0,Y,11,8,2,10.0,0,4,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
984,40,0,1,6,3,1,985,3,5.020444155366574,1.0,Y,11,8,1,21.0,6,21,12,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
985,45,0,1,19,4,1,986,1,4.852418992937001,4.0,Y,15,8,0,9.0,2,5,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
986,30,0,2,9,3,1,987,1,4.981456166522126,0.0,Y,12,8,1,10.0,2,9,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
987,24,0,2,3,4,1,988,1,4.6539839073740685,0.0,Y,11,8,1,3.0,5,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
988,30,1,2,10,3,1,989,1,4.343802333161655,6.0,Y,14,8,0,6.0,4,4,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
989,31,0,1,3,2,1,990,3,4.889637800406668,1.0,Y,15,8,2,6.0,3,5,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
990,27,0,1,3,3,1,991,1,4.825685708021759,1.0,Y,13,8,1,6.0,2,6,1,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
991,29,1,1,4,3,1,992,5,4.567144045195657,1.0,Y,13,8,0,2.0,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
992,29,0,2,8,4,1,993,1,4.37602918172818,8.0,Y,21,8,1,10.0,2,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
993,30,0,1,7,3,1,994,3,4.364175632770619,2.0,Y,11,8,0,12.0,5,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
994,34,0,1,1,2,1,995,2,5.247113641770865,0.0,Y,11,8,0,6.0,5,5,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
995,33,0,0,2,4,1,996,1,4.414304688128332,8.0,Y,14,8,1,13.0,4,11,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
996,49,0,1,3,4,1,997,1,4.674677467873199,3.0,Y,11,8,1,8.0,4,5,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
997,33,1,1,10,3,1,998,1,4.6336704060514435,2.0,Y,13,8,0,11.0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
998,38,0,2,28,3,1,999,1,4.474070503215043,4.0,Y,12,8,1,9.0,3,6,0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
999,31,1,1,9,4,1,1000,2,5.22750106497143,2.0,Y,14,8,2,10.0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1000,29,0,1,3,4,1,1001,2,4.747644819328248,1.0,Y,13,8,1,1.0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1001,30,0,1,2,1,1,1002,1,5.018908444316327,3.0,Y,18,8,1,10.0,3,7,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1002,32,0,0,10,4,1,1003,1,4.941511432634403,2.0,Y,11,8,1,12.0,2,7,0,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1003,38,0,1,8,2,1,1004,1,4.400365273349939,3.0,Y,11,8,0,15.0,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1004,43,1,2,1,4,1,1005,3,4.88394519503428,9.0,Y,12,8,1,6.0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1005,42,0,1,1,3,1,1006,1,5.242168589973666,8.0,Y,13,8,1,7.0,3,5,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1006,55,0,1,3,2,1,1007,1,4.866346422749602,8.0,Y,20,8,1,34.0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1007,33,0,0,14,3,1,1008,1,5.0342272607705505,5.0,Y,12,8,0,11.0,2,9,1,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1008,41,0,1,5,3,1,1009,1,5.085254891103877,1.0,Y,19,8,0,5.0,2,5,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1009,34,0,0,7,4,1,1010,1,5.292831794508626,1.0,Y,21,8,0,15.0,5,15,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1010,53,0,0,10,4,1,1011,2,4.315970345456917,4.0,Y,13,8,2,27.0,2,3,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1011,43,0,1,16,2,1,1012,1,4.8313577854420675,0.0,Y,16,8,1,10.0,2,9,1,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1012,34,0,1,10,2,1,1013,5,4.890923771489014,5.0,Y,12,8,1,6.0,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1013,21,1,1,1,2,1,1014,5,4.445759836488631,1.0,Y,14,8,0,1.0,3,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1014,38,0,1,8,2,1,1015,2,4.505285674144132,1.0,Y,11,8,1,5.0,3,5,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1015,22,1,1,1,3,1,1016,4,4.696181587168524,1.0,Y,14,8,0,1.0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1016,31,0,1,8,5,1,1017,5,5.117933835039642,1.0,Y,12,8,2,13.0,6,12,5,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1017,51,0,1,1,4,1,1018,1,4.605628222007619,2.0,Y,14,8,0,15.0,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1018,37,0,1,24,1,1,1019,2,4.517327882294373,1.0,Y,16,8,3,5.0,2,5,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1019,46,0,1,3,4,1,1020,1,4.6306312440205,7.0,Y,13,8,0,24.0,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1020,36,0,1,27,3,1,1021,4,4.7038070652743285,7.0,Y,12,8,0,15.0,2,12,5,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1021,44,1,2,10,4,1,1022,1,4.453929592057729,1.0,Y,12,8,0,6.0,2,5,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
1022,37,0,1,19,2,1,1023,2,4.431846045698725,2.0,Y,14,8,0,19.0,2,10,4,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1023,35,1,1,15,4,1,1024,2,4.279666944048455,1.0,Y,22,8,1,10.0,4,10,7,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1024,33,0,1,8,5,1,1025,2,4.9150831016512,6.0,Y,19,8,0,14.0,3,10,7,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1025,28,0,1,9,3,1,1026,2,4.678154038010438,1.0,Y,12,8,0,5.0,3,5,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1026,39,0,1,3,4,1,1027,2,4.416640507338281,7.0,Y,12,8,0,9.0,2,4,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1027,46,0,0,9,2,1,1028,2,4.75823040845775,8.0,Y,17,8,0,6.0,2,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1028,40,0,1,2,2,1,1029,1,4.404662700873722,4.0,Y,12,8,1,7.0,3,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1029,42,0,1,7,4,1,1030,2,4.756940236046725,5.0,Y,11,8,0,10.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1030,35,0,0,10,1,1,1031,2,4.6357852355336515,2.0,Y,18,8,3,15.0,3,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
1031,38,0,0,6,4,1,1032,3,4.865459322661964,5.0,Y,11,8,0,13.0,3,11,3,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1032,34,1,2,2,1,1,1033,1,5.130301597341845,4.0,Y,23,8,2,11.0,2,7,0,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1033,37,1,1,24,3,1,1034,1,5.138555305113583,1.0,Y,11,8,1,10.0,5,10,0,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1034,39,0,2,2,1,1,1035,2,4.7122286696195355,2.0,Y,18,8,1,7.0,3,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1035,43,0,0,8,5,1,1036,3,4.353723937588949,4.0,Y,18,8,0,7.0,2,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1036,41,0,1,3,3,1,1037,3,4.555940437818511,3.0,Y,13,8,1,11.0,2,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1037,41,0,1,1,1,1,1038,3,4.400537989391946,0.0,Y,18,8,0,23.0,2,22,13,5,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1038,30,0,1,26,3,1,1039,2,4.645422269349092,9.0,Y,11,8,0,9.0,3,7,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1039,26,1,1,2,1,1,1040,3,4.818093869146636,0.0,Y,15,8,2,6.0,3,5,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1040,46,1,1,10,3,1,1041,1,4.645618738242695,4.0,Y,11,8,1,13.0,2,9,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1041,40,0,1,27,2,1,1042,3,5.011739561388318,4.0,Y,18,8,0,12.0,3,5,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1042,34,0,1,2,3,1,1043,2,4.727785174182906,1.0,Y,14,8,0,10.0,5,10,4,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1043,58,0,0,2,4,1,1044,1,4.375846436309156,4.0,Y,12,8,1,37.0,3,16,14,14,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1044,35,0,1,8,1,1,1045,3,4.728028954420519,0.0,Y,14,8,0,6.0,3,5,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1045,47,0,1,19,5,1,1046,2,4.4513258084895195,8.0,Y,14,8,1,28.0,3,22,14,10,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
1046,40,0,1,1,4,1,1047,2,5.299790489253733,2.0,Y,13,8,1,15.0,3,7,7,7,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1047,54,0,1,27,4,1,1048,1,4.495683067616915,4.0,Y,14,8,0,14.0,3,7,1,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1048,31,0,2,8,4,1,1049,3,4.406880670049125,2.0,Y,18,8,0,9.0,2,3,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1049,28,0,1,1,2,1,1050,3,4.650987094383445,1.0,Y,15,8,0,3.0,6,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1050,38,0,1,19,3,1,1051,2,4.8111726950665545,2.0,Y,13,8,2,20.0,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1051,26,0,1,8,3,1,1052,1,4.481872410310664,1.0,Y,12,8,0,5.0,2,5,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1052,58,0,2,10,4,1,1053,1,4.467756051244033,2.0,Y,13,8,1,23.0,3,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1053,18,0,0,2,3,1,1054,3,5.26965301662097,1.0,Y,24,8,2,0.0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1054,31,1,1,2,3,1,1055,3,4.336059277866349,0.0,Y,14,8,1,2.0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1055,29,1,1,8,2,1,1056,1,4.455301771657076,4.0,Y,14,8,1,4.0,5,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1056,45,0,0,1,4,1,1057,1,5.231673436706146,4.0,Y,15,8,0,10.0,3,8,5,7,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1057,36,0,1,2,3,1,1058,5,4.359835482339888,4.0,Y,11,8,0,15.0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1058,43,0,2,8,3,1,1059,1,4.556302500767287,1.0,Y,23,8,0,7.0,2,7,7,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1059,27,0,2,8,4,1,1060,5,4.3236645356081,0.0,Y,13,8,0,6.0,2,5,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1060,29,0,2,6,2,1,1061,1,4.614369839548289,1.0,Y,11,8,0,11.0,1,11,3,10,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1061,32,0,2,9,4,1,1062,4,4.636186895198724,8.0,Y,13,8,0,4.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1062,42,0,0,11,3,1,1063,1,5.251784177257485,3.0,Y,18,8,0,10.0,2,6,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1063,47,0,1,2,2,1,1064,5,4.504606770641954,4.0,Y,14,8,1,7.0,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
1064,46,0,1,1,3,1,1065,1,5.280601131536914,3.0,Y,21,8,0,12.0,2,9,4,7,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1065,28,0,0,7,3,1,1066,1,4.952598734529773,1.0,Y,16,8,1,3.0,3,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1066,29,0,1,16,3,1,1067,1,4.344392273685111,8.0,Y,11,8,1,11.0,4,7,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1067,42,0,1,2,4,1,1068,2,4.656960182742849,4.0,Y,17,8,1,8.0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1068,32,1,1,1,1,1,1069,2,4.437909035539499,7.0,Y,11,8,0,7.0,3,2,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1069,46,0,1,23,1,1,1070,2,4.542949848814179,2.0,Y,14,8,0,25.0,0,19,2,8,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1070,27,0,1,2,3,1,1071,5,4.657151501900967,1.0,Y,14,8,2,9.0,4,9,5,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1071,29,0,1,1,2,1,1072,3,4.42781057267599,1.0,Y,25,8,1,1.0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1072,43,0,1,1,3,1,1073,1,4.867997510344951,7.0,Y,13,8,2,21.0,3,16,6,14,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1073,48,0,1,2,3,1,1074,2,4.797406049676382,4.0,Y,14,8,0,29.0,3,22,12,9,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
1074,29,1,2,13,2,1,1075,1,4.717670503002262,1.0,Y,17,8,0,1.0,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1075,46,1,1,4,4,1,1076,2,4.438225807604529,5.0,Y,25,8,1,14.0,1,8,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1076,27,0,2,16,4,1,1077,3,4.698796251790431,0.0,Y,20,8,2,8.0,3,7,7,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1077,39,0,1,2,3,1,1078,3,5.010808597512207,8.0,Y,13,8,1,7.0,3,2,2,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1078,55,0,1,2,3,1,1079,1,4.44420098886416,8.0,Y,13,8,1,19.0,2,5,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
1079,28,0,1,29,2,1,1080,2,4.835817354293473,1.0,Y,18,8,1,1.0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1080,30,1,1,12,4,1,1081,2,4.694605198933568,1.0,Y,12,8,2,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1081,22,1,1,16,2,1,1082,2,4.553761698390004,1.0,Y,19,8,3,1.0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1082,36,0,1,11,3,1,1083,1,5.120277720339368,1.0,Y,14,8,1,10.0,2,10,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1083,31,0,1,2,4,1,1084,5,5.016071816734024,1.0,Y,14,8,0,10.0,2,10,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1084,34,0,1,14,2,1,1085,1,4.349277527467955,2.0,Y,14,8,1,9.0,2,5,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1085,29,0,1,5,5,1,1086,1,5.021272013951038,3.0,Y,12,8,0,11.0,4,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1086,37,0,1,7,2,1,1087,1,4.303412070596742,5.0,Y,13,8,0,16.0,4,5,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1087,35,0,1,2,1,1,1088,2,4.269279389771898,0.0,Y,25,8,1,4.0,2,3,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1088,45,0,1,3,3,1,1089,2,4.575187844927661,0.0,Y,14,8,1,10.0,2,9,3,8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1089,36,0,2,5,3,1,1090,4,5.249907329935918,1.0,Y,17,8,1,10.0,5,10,0,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1090,40,0,1,3,3,1,1091,1,4.834611420722688,2.0,Y,13,8,0,22.0,3,19,11,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1091,26,0,1,26,2,1,1092,2,4.833274639290563,1.0,Y,13,8,0,1.0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1092,27,0,1,4,3,1,1093,2,4.71357453777207,0.0,Y,20,8,1,9.0,1,8,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1093,48,0,2,2,3,1,1094,2,5.295347148333618,3.0,Y,14,8,0,24.0,2,22,4,7,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
1094,44,0,1,1,2,1,1095,4,5.272096998770794,2.0,Y,12,8,1,10.0,0,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1095,34,1,0,27,2,1,1096,1,4.567261692353874,1.0,Y,12,8,1,5.0,5,5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1096,56,1,1,1,2,1,1097,5,4.408070285887185,1.0,Y,21,8,0,5.0,3,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
1097,36,0,1,13,3,1,1098,3,4.400883215548363,2.0,Y,14,8,0,12.0,3,4,1,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
1098,41,0,1,5,3,1,1099,1,4.821054755046888,5.0,Y,18,8,0,14.0,3,5,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1099,42,0,1,7,3,1,1100,2,5.2616196765479355,9.0,Y,12,8,1,18.0,4,13,5,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
